epoch;acc;loss;val_acc;val_loss
0;0.22917499986477197;2.1124707089364527;0.3264000015705824;1.9108769887685775
1;0.36272500025108456;1.7815276604890824;0.39830000199377535;1.6683518916368485
2;0.4409749993495643;1.560513376891613;0.47199999913573265;1.4725976997613908
3;0.4856499995291233;1.433105158507824;0.5130999985337258;1.3569757211208344
4;0.5211749996617436;1.3396882619708776;0.5423000030219555;1.3011480352282525
5;0.550650001168251;1.2559563384205104;0.5654000025987626;1.2351398536562919
6;0.5812250041589141;1.1833799573034047;0.5908000040054321;1.1670322820544243
7;0.6076000039279461;1.1053327837586402;0.5995000031590462;1.1327197831869125
8;0.6361750052124262;1.0364076376706362;0.6163000023365021;1.08662948012352
9;0.6573000051826239;0.9715300668030977;0.6447000049054623;1.0178944492340087
10;0.6823000043258071;0.9040989639610052;0.651400004029274;1.0110614982247352
11;0.7046250034868717;0.8422494392096996;0.6524000065028668;1.0048870307207107
12;0.7302000012248755;0.7767641897872091;0.6541000065207482;1.0021399214863778
13;0.7508999996632337;0.7151143567636609;0.6584000048041344;0.9972530928254127
14;0.7714749985188246;0.6573603211343289;0.6823000040650368;0.9360245618224144
15;0.79592499576509;0.5913134808652103;0.6662000051140785;1.003127034753561
16;0.8141749945282936;0.5338548866286874;0.6749000024795532;0.9831105050444603
17;0.8385999950021505;0.47064002338796856;0.6843000043928623;0.9833513110876083
18;0.8597749954462052;0.410274504609406;0.6756000059843064;1.0372369483113288
19;0.8815249947458506;0.3498653102479875;0.6856000053882599;1.0553163073956966
20;0.9027749954164028;0.2898048607446253;0.6751000073552131;1.1338348549604416
21;0.9263499964028596;0.2324368680268526;0.6830000057816505;1.136527815759182
22;0.9440999991446734;0.178993645273149;0.6911000016331673;1.1722708606719972
23;0.9622749999910593;0.1308452606666833;0.687400006055832;1.219963658452034
24;0.979250003695488;0.08393999751424416;0.6930000022053718;1.2549963301420213
25;0.9933250030875206;0.044492896270239723;0.6819000044465064;1.383280857205391
