epoch;acc;loss;val_acc;val_loss
0;0.2548750003660098;2.057166191935539;0.3674000005424023;1.813603168129921
1;0.39624999977648256;1.683399511128664;0.41419999927282336;1.592906628847122
2;0.46702499836683276;1.483683380931616;0.491300001591444;1.4217540150880814
3;0.5122000000998378;1.3710746839642525;0.5413000003993511;1.299622074365616
4;0.5468250005692243;1.2729216910898686;0.5391000013053417;1.312717118859291
5;0.5793750019744038;1.1824102903157472;0.5905000044405461;1.1572194954752921
6;0.6111000035330654;1.1052869195491075;0.6148000045120716;1.0984445145726205
7;0.6377250044047833;1.0350014497339726;0.5931000019609928;1.1712124931812287
8;0.6608750038966537;0.9683264679461717;0.6600000043213368;0.9917064356803894
9;0.6807000046223401;0.9099222733080388;0.6642000053822994;0.9689836299419403
10;0.7038750037550926;0.8505626035481691;0.6718000057339668;0.9631316001713276
11;0.7217750019207597;0.7976752069592475;0.678100004196167;0.9376657764613628
12;0.7407750005275011;0.7471852790936828;0.690700002759695;0.884073431044817
13;0.7565499992668628;0.6965917515382171;0.7030000028014183;0.8769936029613018
14;0.7743999980390072;0.6481342703662812;0.7013000029325486;0.893973198235035
15;0.7933499970287085;0.5969473595544695;0.7116000044345856;0.8667588064074516
16;0.8104749947041273;0.5479298176430166;0.7030000022053718;0.888972800374031
17;0.8278749950975179;0.49896958177909256;0.7096000032126903;0.8866734910011291
18;0.8456249942630529;0.450857812911272;0.7002000042796135;0.9738777570426465
19;0.8621749953925609;0.40359780760481956;0.6994000038504601;0.9804834952950477
20;0.8774499956518411;0.35787508576177063;0.7184000009298325;0.9235978180170059
21;0.8959999965876341;0.3081254431977868;0.7130000028014183;0.9704764918982982
22;0.9138499962538481;0.26414837880060077;0.7058000023663044;1.001544228643179
23;0.9296249974519014;0.21589957397896797;0.7048000022768974;1.0608397313952447
24;0.9440999972820282;0.1798041548067704;0.7170000016689301;1.039995952397585
25;0.9615749998390675;0.13311862790258602;0.7093000045418739;1.1069891233742237
26;0.9730500020831824;0.10143848031992092;0.7213999998569488;1.1286010816693306
27;0.9857250040024519;0.0677180806430988;0.7210000047087669;1.1323121705651282
28;0.9946000032126904;0.04175934092723765;0.7278000018000603;1.1566734856367111
29;0.9982250013947487;0.026104416939197107;0.7287000018358231;1.163641318231821
30;0.9995250004529953;0.016830543903633952;0.7318000018596649;1.1913168628513813
31;0.9997000002861023;0.012021069943148176;0.7290000033378601;1.2136623084545135
32;0.9999000000953674;0.00934387984831119;0.7301000022888183;1.2287566751241683
33;0.9999500000476838;0.007742005321779289;0.731300002336502;1.2471330635249616
34;1.0;0.006642324385757093;0.7299000033736229;1.264462281614542
35;0.9999750000238419;0.005810730159573722;0.7297000017762184;1.2757827140390874
36;1.0;0.005216323417262175;0.7309000021219254;1.287728096395731
37;1.0;0.004686953186173923;0.7294000020623207;1.3008259060978888
38;1.0;0.004273838791123126;0.7307000029087066;1.3153145729005338
39;1.0;0.003921864608564647;0.7317000022530555;1.3195987966656686
40;1.0;0.0036324999286443927;0.7318000030517579;1.3311642347276211
41;1.0;0.0033752985335013365;0.7316000017523766;1.3398408786952496
42;1.0;0.0031486716111248825;0.7318000027537346;1.348686860948801
43;1.0;0.002947326490248088;0.7319000023603439;1.3569978429377079
44;1.0;0.002772917112597497;0.7318000024557114;1.3626121807098388
45;1.0;0.002620586786506465;0.7317000025510788;1.3705885443091392
46;1.0;0.0024804002667951864;0.7310000026226043;1.37695646494627
47;1.0;0.0023523012310033664;0.7307000035047531;1.3820875322818755
48;1.0;0.0022391892384621315;0.7314000016450882;1.390243469029665
49;1.0;0.00213458471436752;0.7302000015974045;1.3965663456916808
50;1.0;0.0020362581856898034;0.7301000022888183;1.4022928382456303
51;1.0;0.0019493928600422805;0.7308000031113625;1.407807569950819
52;1.0;0.0018683160439104541;0.7314000025391578;1.413065383285284
53;1.0;0.0017932732206827496;0.7309000027179718;1.4181211292743683
54;1.0;0.001726152619230561;0.7304000025987625;1.4217257702350616
55;1.0;0.0016609516037715366;0.729800001680851;1.4270155870914458
56;1.0;0.0015994960931129754;0.7306000030040741;1.4319732151925564
57;1.0;0.0015401447180192918;0.7300000011920929;1.4373282627761363
58;1.0;0.001488877696392592;0.7306000009179116;1.4392145958542824
59;1.0;0.0014400581312656868;0.7300000020861626;1.4454903480410577
60;1.0;0.001393042916606646;0.7305000025033951;1.450983997285366
61;1.0;0.0013507470076729077;0.7303000020980835;1.4545207673311233
62;1.0;0.0013094396608357784;0.7308000016212464;1.4577825124561787
