epoch;acc;loss;val_acc;val_loss
0;0.25625000028405337;2.057033118903637;0.36210000030696393;1.7999285447597504
1;0.3974000002257526;1.6713869312405587;0.37130000069737434;1.80324161529541
2;0.46449999917298557;1.4884700733423233;0.47540000021457673;1.4635556602478028
3;0.5082999996095896;1.3770973596721887;0.5092999982833862;1.3788199111819268
4;0.5450250006094575;1.2796334228664636;0.563000001758337;1.2326994633674622
5;0.57552500218153;1.1996606689691545;0.5765000015497208;1.195588436126709
6;0.5990500032529235;1.128296494781971;0.608500003516674;1.1263673451542855
7;0.6290500044450164;1.0564143772423267;0.5854000040888786;1.1622766241431237
8;0.653175003901124;0.9894782593846321;0.6378000059723854;1.0346445855498314
9;0.6757500049099326;0.9319798275083303;0.6628000050783157;0.9804115870594978
10;0.6936750042438508;0.8764480947703123;0.6729000045359135;0.955160241574049
11;0.7088500027358532;0.8291446363553405;0.6564000055193902;1.0061806687712669
12;0.7310500010102987;0.7756674993783236;0.6899000039696693;0.9043458412587643
13;0.7477249993756413;0.7264795905724167;0.6947000047564507;0.8938814087212086
14;0.7636749988794327;0.6798020672053099;0.6713000033795834;0.9763313761353493
15;0.7813249967992306;0.6358863290399313;0.6951000021398067;0.8974973885715007
16;0.7970749960094691;0.5912064592540264;0.6944000037014484;0.9077060985565185
17;0.8120999955385924;0.5410777904838323;0.7026000043749809;0.8940803791582584
18;0.8279999953508377;0.4973686385899782;0.7060000026226043;0.9067897100746631
19;0.8422999944537878;0.45597805244848133;0.7100000035762787;0.8965200018882752
20;0.8594499954581261;0.41005372082814573;0.7045000037550926;0.9458854453265667
21;0.8746999941021204;0.3659474263805896;0.7000000059604645;0.9732605075836182
22;0.8923749954998493;0.31759795881807806;0.7116000035405159;0.964619703143835
23;0.9100249963253737;0.2719376785866916;0.7196000012755394;0.9747941514849663
24;0.922049997523427;0.23797365414444357;0.7178000026941299;0.9922366070747376
25;0.9395749971270562;0.19272114873398094;0.7007000038027763;1.1210544091463088
26;0.9536249996721744;0.15484026433201506;0.7139000001549721;1.0984132085740566
27;0.9689250010997057;0.11673613974824548;0.7017000034451485;1.2018861752748489
28;0.9797750021517276;0.08498567659175023;0.7147000032663345;1.1363184407353402
29;0.9915750036388635;0.054655670274514706;0.7229000011086464;1.1504801198840142
30;0.9969250025600195;0.03441959561256226;0.7252000015974045;1.1731793166697024
31;0.9991250007599592;0.022077118671149948;0.7255000025033951;1.2043512293696403
32;0.9995250003784895;0.01592581392964348;0.7238000033795834;1.2279199178516864
33;0.9999000000953674;0.01210101185250096;0.7279000042378903;1.2317274887859821
34;0.9999500000476838;0.009719810234382748;0.7280000035464763;1.2479280842840672
35;0.9999250000715256;0.008395657150831539;0.7283000020682812;1.2627258242666721
36;0.9999750000238419;0.007170947759004775;0.7281000046432018;1.2800848966836929
37;1.0;0.006317939702421426;0.7290000008046627;1.2932407185435295
38;1.0;0.0056710851434036156;0.7284000016748905;1.303640503436327
39;1.0;0.0051600257930113;0.7265000031888484;1.3161111970245838
40;1.0;0.004707898781925905;0.7276000030338764;1.3260375769436359
41;1.0;0.004350384296267293;0.7282000033557415;1.3372158147394657
42;1.0;0.004027401980420109;0.7298000021278859;1.3458759135007858
43;1.0;0.0037427124541136434;0.7290000019967556;1.3519271357357503
44;1.0;0.0035000149502593557;0.7302000020444394;1.3588597621023655
45;1.0;0.0032933035169844514;0.7289000009000302;1.3686198809742927
46;1.0;0.003096076254369109;0.7285999996960163;1.3736815801262856
47;1.0;0.002921791178087005;0.7289000011980533;1.3816092398762703
48;1.0;0.0027722864859970288;0.7289000017940999;1.3903427878022194
49;1.0;0.0026319408722338265;0.7284000019729138;1.3969232046604156
50;1.0;0.0025094978707784323;0.7287000019848346;1.4008279456198216
