epoch;acc;loss;val_acc;val_loss
0;0.20972499980125575;2.1421109820902346;0.3113000006601214;1.915505394935608
1;0.3435000004246831;1.8233517177402974;0.3602999997138977;1.7617191529273988
2;0.4205249987356365;1.6017009483277798;0.43759999923408033;1.5428688931465149
3;0.4714999984204769;1.4765982637554407;0.48529999792575834;1.4503329330682755
4;0.504649999178946;1.3894895638525486;0.5176999995112419;1.353544575870037
5;0.5334500007331371;1.3152143594622612;0.5494000013172626;1.286699355840683
6;0.5584000024199486;1.2419872836023569;0.5783000011742115;1.2047974964976311
7;0.5883500026911497;1.1669395221024752;0.5855000032484532;1.2003353041410447
8;0.6141750045865774;1.0984623174369335;0.5908000020682812;1.1719287884235383
9;0.6354500063508749;1.0386845456808806;0.6225000035762787;1.082254883646965
10;0.6596750048175454;0.9732797951996326;0.6367000046372414;1.0669669190049171
11;0.6790500042587518;0.9133882178366184;0.6445000039041042;1.0343507668375969
12;0.700150004401803;0.857305304184556;0.6434000048041344;1.0550350958108903
13;0.7219500017166137;0.7989113761484623;0.6676000033318996;0.9833378192782402
14;0.7416750007122755;0.743939690515399;0.6777000047266484;0.9560874280333519
15;0.761224998831749;0.6892370708659291;0.6776000066101551;0.9514512845873833
16;0.7803749964386225;0.6361231579259038;0.675800005197525;0.975834921002388
17;0.798924995586276;0.579382488001138;0.6815000034868717;0.9664001946151256
18;0.8169249957054854;0.5264588563703001;0.6876000043749809;0.9619451163709164
19;0.8396999941766262;0.4675425697863102;0.6799000008404255;0.9989954370260239
20;0.8649249952286482;0.4067462524306029;0.6859000056982041;0.9915734392404556
21;0.8827249957621097;0.3524901547841728;0.691300003528595;0.9993134437501431
22;0.9028999970853329;0.2975601121690124;0.6858000059425831;1.0607401290535927
23;0.9217999972403049;0.2419036905746907;0.6954000014066696;1.0451600481569767
24;0.9398249975591898;0.1972650942672044;0.6677000054717064;1.1970116971433162
25;0.9619499990344047;0.14417290271725505;0.6912000045180321;1.1413637821376323
